gene,CTLrep1,CTLrep2,CTLrep3,KOrep1,KOrep2,KOrep3
ENSG00000100354.21,3773,3097,4099,4014,4213,3389
ENSG00000239900.14,1489,1412,1894,1576,1502,1585
ENSG00000100359.21,42,32,39,30,59,36
ENSG00000196588.21,2568,2212,3162,2312,2386,2727
ENSG00000230071.2,12,8,19,16,8,24
ENSG00000128285.5,13,16,27,13,8,23
ENSG00000100372.15,2682,2311,3253,2866,2657,2777
ENSG00000100380.15,42817,36066,51351,45046,42136,43708
ENSG00000196236.13,1805,1465,2225,2035,1986,1826
ENSG00000172404.5,9,12,6,4,11,5
ENSG00000100387.9,4588,4052,5719,5251,5698,6002
ENSG00000237214.3,42,37,54,36,38,56
ENSG00000213857.3,4,4,2,4,1,1
ENSG00000284015.1,3,5,2,3,7,3
ENSG00000100393.15,10781,8766,12337,11189,12176,9824
ENSG00000231993.2,8,13,14,10,6,16
ENSG00000100395.15,2395,2354,3027,2333,2362,2504
ENSG00000235513.2,6,6,10,4,13,4
ENSG00000100399.16,36,42,44,30,30,50
ENSG00000100401.21,16880,15736,21539,17179,16609,20192
ENSG00000100403.12,14742,12902,18094,14327,14827,14807
ENSG00000167074.15,2070,1948,2746,2092,2258,2384
ENSG00000183864.5,8493,7054,9971,8859,9168,8778
ENSG00000289841.1,42,43,58,44,49,39
ENSG00000100412.17,7660,7012,9695,8271,7824,8591
ENSG00000100410.8,3670,3237,4421,3972,4063,4212
ENSG00000100413.17,2926,2757,3783,3069,2899,3551
ENSG00000172346.15,246,220,287,164,203,350
ENSG00000100417.12,1375,1194,1894,1357,1480,1637
ENSG00000100418.8,5581,4860,6655,6108,5725,5883
ENSG00000196419.13,56036,50604,69244,57777,55267,61452
ENSG00000100138.15,10988,9705,13448,11050,11333,12953
ENSG00000285531.1,39,34,42,45,40,51
ENSG00000293428.1,59,48,83,54,59,33
ENSG00000100147.14,1875,1445,2143,1892,2133,1714
ENSG00000184068.2,6,2,8,6,4,11
ENSG00000198911.13,23877,21690,30431,26506,26252,25589
ENSG00000234965.3,5,4,6,6,4,6
ENSG00000159958.7,24,16,23,11,18,18
ENSG00000100162.15,1016,994,1291,908,949,1249
ENSG00000205704.9,23,18,34,15,14,19
ENSG00000100167.21,3824,3348,4571,2624,2655,3744
ENSG00000198951.12,3112,2680,3772,2911,2812,3205
ENSG00000286659.1,1,3,1,3,3,3
ENSG00000177096.9,576,562,724,501,607,641
ENSG00000183172.9,1673,1456,2031,1644,1633,2153
ENSG00000184983.11,4815,4375,6062,5082,5243,5892
ENSG00000270083.1,16,14,19,21,16,10
ENSG00000237037.9,52,54,63,52,48,56
ENSG00000213790.2,104,85,123,105,60,75
ENSG00000100197.23,11,15,11,16,13,14
ENSG00000281538.1,9,9,10,6,7,5
ENSG00000205702.13,16,7,23,17,21,12
ENSG00000226450.2,6,2,9,1,1,3
ENSG00000100207.21,6107,5090,7267,6314,6796,5436
ENSG00000182057.5,395,384,466,407,448,409
ENSG00000229891.4,125,109,145,84,77,126
ENSG00000235568.7,29,41,61,40,49,27
ENSG00000230107.1,3,3,3,4,7,1
ENSG00000293485.1,3,4,7,3,4,1
ENSG00000189306.11,5213,5113,6744,5319,5292,6515
ENSG00000183569.18,95,83,99,63,112,85
ENSG00000291035.1,145,112,176,163,183,142
ENSG00000202058.1,6,2,3,1,4,4
ENSG00000100227.19,14,8,14,7,15,7
ENSG00000100243.22,5682,5230,7349,4877,4864,6475
ENSG00000128274.17,83,70,89,36,37,75
ENSG00000234009.1,217,194,256,212,268,274
ENSG00000242247.11,2402,1868,2776,2515,2674,2075
ENSG00000100266.19,8306,7177,10193,8932,9167,8784
ENSG00000230319.1,5,5,13,8,5,8
ENSG00000100271.17,507,481,646,442,486,538
ENSG00000100290.3,200,178,223,250,194,236
ENSG00000100294.13,1129,1107,1472,1141,1215,1303
ENSG00000100300.18,83,94,103,53,60,87
ENSG00000100304.13,6921,6551,8896,6914,7074,8189
ENSG00000159307.20,94,93,118,40,40,150
ENSG00000186732.14,11,16,17,4,7,8
ENSG00000186976.15,195,196,212,199,191,147
ENSG00000261251.1,15,28,23,22,23,15
ENSG00000130540.14,179,158,202,129,136,162
ENSG00000100341.13,8,12,14,7,6,8
ENSG00000100344.11,727,568,882,832,972,613
ENSG00000100347.15,6153,6070,8181,7110,6351,7024
ENSG00000224856.2,2,8,4,1,4,2
ENSG00000188677.15,1425,1287,1766,1178,1208,1608
ENSG00000280434.1,10,18,20,6,8,14
ENSG00000138944.8,169,129,186,114,147,148
ENSG00000188636.4,8254,7442,10243,8540,8479,9508
ENSG00000215333.3,9,8,13,9,11,13
ENSG00000186654.21,1256,1109,1620,1283,1261,1513
ENSG00000248405.10,12,7,16,33,21,11
ENSG00000241484.10,122,95,141,144,175,99
ENSG00000056487.17,586,495,604,409,565,536
ENSG00000230922.1,12,13,18,14,14,18
ENSG00000226328.8,403,286,436,446,506,453
ENSG00000273243.1,16,13,8,14,15,9
ENSG00000093000.19,8766,7080,10080,9512,9405,7515
ENSG00000273353.1,6,2,2,3,4,3
ENSG00000100364.19,9736,8834,12189,10143,10246,11392
ENSG00000100373.10,12,2,9,7,3,3
ENSG00000100376.12,1125,887,1323,1134,1194,1076
ENSG00000077935.17,9,8,7,15,23,9
ENSG00000128408.9,267,230,316,187,188,249
ENSG00000232363.1,12,2,4,6,5,2
ENSG00000077942.19,38168,33798,48514,46947,45653,52053
ENSG00000238120.2,1,6,3,3,2,2
ENSG00000280383.1,30,31,30,32,27,18
ENSG00000130638.18,13902,12149,16561,14654,14325,14490
ENSG00000188064.10,116,118,138,113,125,148
ENSG00000273145.1,37,26,36,22,28,36
ENSG00000186951.17,1828,1420,2050,1744,1887,1466
ENSG00000205643.11,453,476,609,555,545,605
ENSG00000289858.1,111,112,140,108,141,103
ENSG00000130943.7,15,8,11,13,8,7
ENSG00000075234.17,3801,3558,5022,4163,4128,4629
ENSG00000277232.2,14,15,18,18,17,24
ENSG00000075218.19,2056,1901,2609,2025,2073,2221
ENSG00000100416.15,2467,2177,2931,2578,2904,2888
ENSG00000075275.18,2110,1915,2521,1376,1487,1829
ENSG00000288754.1,5,11,7,9,4,4
ENSG00000234869.1,3,3,6,5,2,14
ENSG00000075240.17,3201,2529,3891,3233,3784,3075
ENSG00000100422.14,12801,11380,15737,12050,12661,13425
ENSG00000260708.2,97,80,140,109,145,134
ENSG00000054611.14,2154,2031,2742,2405,2237,2479
ENSG00000100425.19,3805,3348,4636,3819,3982,3660
ENSG00000279345.1,2,3,5,7,4,1
ENSG00000100426.7,6965,5808,8528,7269,7598,7081
ENSG00000182858.14,1696,1519,1939,1838,1822,1913
ENSG00000184164.15,2275,2241,3175,2595,2781,3122
ENSG00000278869.2,5,4,8,1,2,4
ENSG00000198355.5,2201,1840,2640,2108,2264,2581
ENSG00000188263.11,7,3,13,3,11,7
ENSG00000073146.17,3,3,6,4,6,3
ENSG00000073150.14,307,289,381,298,289,432
ENSG00000170638.10,2712,2633,3485,2710,2894,3457
ENSG00000273188.1,10,11,17,13,20,12
ENSG00000273253.2,15,11,3,7,16,12
ENSG00000073169.15,941,880,1277,992,1109,1236
ENSG00000272836.1,11,6,11,7,17,8
ENSG00000273137.1,10,12,19,18,18,12
ENSG00000128159.12,1531,1331,1933,1450,1548,1448
ENSG00000100429.18,29,9,25,27,27,19
ENSG00000188130.14,2134,2045,2815,2157,2184,2759
ENSG00000185386.15,190,206,299,150,164,239
ENSG00000196576.16,32873,30230,42149,35869,37113,40169
ENSG00000205593.12,452,442,569,382,426,533
ENSG00000100239.16,4142,3784,5138,4370,4763,4764
ENSG00000100241.22,10128,9362,13028,11051,10842,11980
ENSG00000128165.9,724,522,820,789,840,725
ENSG00000100258.18,3246,3047,4415,3389,3395,4521
ENSG00000025770.19,2449,2461,3464,2439,2412,3147
ENSG00000284194.3,61,50,74,58,36,76
ENSG00000025708.14,53,30,53,34,42,50
ENSG00000177989.14,24,27,26,16,15,29
ENSG00000130487.9,6,11,10,5,6,5
ENSG00000205560.13,25,11,29,29,28,9
ENSG00000254413.8,12,13,16,9,32,13
ENSG00000100288.20,19,12,23,26,39,12
ENSG00000205559.5,159,133,144,137,120,136
ENSG00000272940.1,6,7,4,8,6,12
ENSG00000008735.14,886,844,1228,697,638,1037
ENSG00000100299.18,1716,1606,2256,1797,1819,2069
ENSG00000251322.11,1310,1234,1630,1240,1347,1327
ENSG00000100312.11,8,2,13,4,7,8
ENSG00000213683.4,10,10,14,10,9,17
ENSG00000291064.1,642,552,804,772,823,713
ENSG00000079974.19,2369,1990,2821,2295,2268,2448
ENSG00000124343.14,6,14,6,6,8,5
ENSG00000056998.21,5128,4718,6795,5674,5542,5880
ENSG00000006756.16,1747,1587,2045,1963,1918,1704
ENSG00000157399.17,144,113,181,183,183,159
ENSG00000101825.8,330,260,394,541,501,370
ENSG00000183943.6,4766,3820,5551,5482,5373,4787
ENSG00000285756.2,773,712,1013,875,964,801
ENSG00000286431.1,153,103,160,175,173,152
ENSG00000146938.16,3123,2757,3883,3605,3364,3285
ENSG00000237730.1,8,3,7,5,9,14
ENSG00000130021.15,4209,3714,5014,4591,4563,4283
ENSG00000101846.9,1153,1048,1403,1504,1393,1049
ENSG00000006757.12,1499,1320,1852,1630,1659,1688
ENSG00000285679.2,67,49,68,74,77,46
ENSG00000011201.12,542,416,616,500,509,405
ENSG00000101849.18,11151,10175,13411,12115,11668,11171
ENSG00000101850.13,432,418,618,451,491,542
ENSG00000146950.13,3532,3010,4157,3645,3542,3636
ENSG00000215319.2,2,4,5,3,3,4
ENSG00000047644.20,3118,2545,3702,3409,3562,2914
ENSG00000073464.13,2006,1755,2406,1691,1784,1888
ENSG00000101871.18,4991,4322,5965,5719,5500,4578
ENSG00000234129.10,70,76,76,56,67,74
ENSG00000004961.15,2728,2496,3509,3277,3036,3001
ENSG00000047648.23,778,693,969,875,826,747
ENSG00000005302.19,2495,2346,3097,2816,2862,2612
ENSG00000169933.17,118,99,157,42,36,88
ENSG00000101911.13,2479,2031,2899,1854,1958,2095
ENSG00000288817.1,8,8,14,14,14,12
ENSG00000205542.11,81997,71264,99579,91932,101657,106090
ENSG00000197582.5,5,6,7,7,7,10
ENSG00000198759.12,277,120,241,297,402,214
ENSG00000176896.9,121,85,109,132,118,116
ENSG00000123595.8,1861,1467,2151,2055,2068,1872
ENSG00000196459.15,780,535,861,620,711,620
ENSG00000046651.16,1770,1534,2217,1836,1928,1583
ENSG00000046653.15,779,722,884,428,397,637
ENSG00000046647.14,698,626,950,865,811,782
ENSG00000233247.3,12,10,15,14,13,11
ENSG00000101958.14,43,35,40,17,32,35
ENSG00000181544.16,541,495,634,579,546,408
ENSG00000130150.12,1117,943,1295,1300,1279,927
ENSG00000102048.16,409,327,432,425,407,359
ENSG00000165195.16,1349,1157,1597,1592,1535,1248
ENSG00000165197.5,3,3,5,2,4,8
ENSG00000087842.11,621,497,686,568,570,530
ENSG00000130234.13,109,99,127,113,120,48
ENSG00000285602.1,17,5,21,17,15,8
ENSG00000147003.7,656,446,698,1142,942,571
ENSG00000290746.1,259,274,393,391,350,339
ENSG00000186312.11,15,8,19,14,14,12
ENSG00000169239.14,226,182,233,233,231,175
ENSG00000169249.14,611,485,706,633,623,567
ENSG00000182287.15,2485,1958,2624,2241,1728,2179
ENSG00000126010.6,49,50,57,24,36,38
ENSG00000238178.7,16,17,16,6,16,16
ENSG00000047230.15,5526,5158,7158,6012,5412,5241
ENSG00000169895.6,6341,5303,6914,6491,6142,5591
ENSG00000086712.13,2967,2545,3479,3061,3084,2703
ENSG00000102054.18,11452,9568,13568,10556,10770,10961
ENSG00000169891.18,98,117,160,86,89,98
ENSG00000214322.3,3,3,3,5,7,8
ENSG00000188158.17,1756,1645,1987,1998,1578,1630
ENSG00000047634.15,851,631,909,911,994,787
ENSG00000131831.18,1225,1046,1512,1111,1399,1317
ENSG00000225882.1,17,18,24,34,28,23
ENSG00000102098.19,1048,781,1102,997,974,894
ENSG00000008086.13,7894,6480,9098,7654,8354,6536
ENSG00000102104.9,19,17,28,11,16,30
ENSG00000086717.19,461,383,491,313,296,357
ENSG00000237836.6,29,15,37,16,26,25
ENSG00000044446.12,5923,5345,7627,5553,5967,5994
ENSG00000286724.1,83,104,95,80,116,115
ENSG00000173698.18,808,758,1003,520,538,891
ENSG00000131828.14,12009,10605,14709,13889,14202,13058
ENSG00000180815.15,291,262,321,331,377,285
ENSG00000147010.19,3159,2766,3923,3068,2896,3012
ENSG00000173681.17,584,463,605,688,567,512
ENSG00000184368.16,533,485,631,611,615,597
ENSG00000173674.11,12625,10751,14812,13667,12018,11914
ENSG00000177189.14,14886,12059,17106,16929,16503,12672
ENSG00000149970.16,732,669,898,909,897,713
ENSG00000185915.5,39,28,29,36,32,27
ENSG00000091482.8,5,3,1,12,7,9
ENSG00000012174.12,4066,3493,4753,4757,4381,3831
ENSG00000230797.3,62,59,78,80,72,58
ENSG00000102172.16,24163,20127,27940,28760,26611,25732
ENSG00000102174.10,128,77,151,172,166,110
ENSG00000289084.1,6,1,2,5,3,9
ENSG00000174028.6,235,226,317,292,242,229
ENSG00000165186.12,266,214,302,307,381,287
ENSG00000226774.1,1,2,1,2,3,1
ENSG00000123131.13,11694,11262,14707,16057,15082,15113
ENSG00000123130.17,4102,3585,4800,4598,4583,4053
ENSG00000233785.1,5,7,4,5,5,3
ENSG00000130066.17,38148,31133,45085,50877,53514,39611
ENSG00000184831.14,1499,1401,1886,1606,1542,1744
ENSG00000238103.4,22,21,36,23,26,23
ENSG00000174010.10,1380,1075,1475,1364,1301,1182
ENSG00000130741.11,30946,25098,36799,33488,32985,28494
ENSG00000005889.16,4009,3123,4465,4567,5013,3322
ENSG00000067992.17,2758,2525,3200,2555,2707,2378
ENSG00000102230.14,849,703,1029,579,583,756
ENSG00000101868.13,3460,3050,4108,3235,3300,3239
ENSG00000232472.1,323,302,429,379,394,475
ENSG00000004848.8,159,171,234,96,87,171
ENSG00000228519.3,23,38,36,33,27,51
ENSG00000236683.3,21,16,22,14,9,24
ENSG00000238247.2,2,3,6,5,6,4
ENSG00000189186.11,15,19,22,11,14,9
ENSG00000169306.11,114,94,153,193,168,126
ENSG00000169297.8,188,161,268,162,162,232
ENSG00000178556.8,4,4,1,3,5,4
ENSG00000232368.1,22,17,15,22,33,46
ENSG00000198814.14,642,594,817,779,742,550
ENSG00000157625.16,5116,3859,5829,6354,6397,4206
ENSG00000198947.18,764,614,843,665,811,652
ENSG00000226781.1,21,13,26,16,17,31
ENSG00000233928.7,6,9,7,7,3,5
ENSG00000147027.4,5177,4355,5800,5628,4873,5380
ENSG00000165164.14,35,22,61,30,32,34
ENSG00000235510.1,5,6,9,1,2,8
ENSG00000223723.1,69,71,75,76,67,66
ENSG00000130962.18,2243,1493,2272,2588,2292,1855
ENSG00000147036.12,159,105,185,196,188,117
ENSG00000047597.7,338,300,386,286,274,290
ENSG00000165168.9,22,15,32,20,30,16
ENSG00000165169.11,6266,5356,7241,8894,6995,5871
ENSG00000259977.1,224,209,293,439,419,268
ENSG00000187516.7,3,1,3,1,2,2
ENSG00000147041.12,11657,9713,13418,19345,18781,11700
ENSG00000101955.15,811,645,841,923,961,857
ENSG00000156313.15,1516,1378,1816,1664,1705,1323
ENSG00000036473.8,289,291,366,286,213,192
ENSG00000156298.13,4372,3733,5197,4301,4318,4394
ENSG00000235806.1,12,4,7,3,4,8
ENSG00000287729.1,12,8,7,9,13,2
ENSG00000165175.17,7821,6981,9393,7099,8267,8588
ENSG00000289127.1,9,8,4,10,4,7
ENSG00000228232.1,329,309,472,332,391,558
ENSG00000261435.1,5,1,2,2,1,2
ENSG00000289122.2,5,10,11,3,9,7
ENSG00000223486.1,36,51,60,42,42,46
ENSG00000183337.18,2075,1539,2317,1723,2083,1640
ENSG00000288856.2,14,17,15,19,29,22
ENSG00000182220.15,11041,9416,12926,13511,11965,11467
ENSG00000185753.13,949,740,994,930,957,795
ENSG00000180182.11,4133,3385,4561,4605,4783,3429
ENSG00000234636.2,8,10,14,7,8,15
ENSG00000232801.1,5,3,5,8,12,5
ENSG00000216866.5,167,168,215,190,158,216
ENSG00000237931.1,1,2,2,3,2,4
ENSG00000124486.15,14084,11380,15980,15011,14702,11543
ENSG00000223714.1,4,3,3,3,2,5
ENSG00000215301.11,37576,31313,43345,39687,40910,31817
ENSG00000147044.23,13591,10261,15446,16723,17926,12618
ENSG00000217624.2,26,30,40,37,44,55
ENSG00000171659.16,4,4,6,7,9,6
ENSG00000171657.6,2,2,1,4,3,1
ENSG00000228847.1,2,3,2,2,3,1
ENSG00000231772.5,3,3,5,10,3,5
ENSG00000224294.1,13,4,9,9,15,5
ENSG00000189221.11,1333,1204,1548,765,785,909
ENSG00000069535.14,786,647,884,524,594,896
ENSG00000124479.11,65,69,67,82,95,68
ENSG00000214019.2,5,6,5,11,4,6
ENSG00000183690.13,343,270,398,424,440,275
ENSG00000214018.3,34,17,25,49,52,30
ENSG00000069509.6,2055,1725,2344,2563,2523,2072
ENSG00000233543.1,1,3,3,6,3,5
ENSG00000229168.4,1,1,4,2,1,3
ENSG00000214016.3,4,10,8,9,12,18
ENSG00000147050.18,12431,10353,14172,16910,17611,11026
ENSG00000147113.17,3,5,2,5,12,2
ENSG00000214282.3,3,6,9,11,14,13
ENSG00000270069.3,31,38,42,46,52,30
ENSG00000231566.4,28,14,29,13,10,26
ENSG00000213100.2,5,1,4,3,1,5
ENSG00000236751.4,14,10,19,16,20,16
ENSG00000235587.2,86,83,80,97,116,165
ENSG00000147121.16,653,553,717,698,654,635
ENSG00000224072.1,2,2,2,5,2,4
ENSG00000251192.8,237,166,271,268,270,191
ENSG00000230844.3,176,167,228,176,231,161
ENSG00000147119.4,72,65,106,66,66,72
ENSG00000065923.10,1674,1242,1848,1544,1755,1409
ENSG00000215284.2,1,1,3,3,2,7
ENSG00000102218.6,2202,1839,2484,2924,2679,2159
ENSG00000204904.7,4,4,8,9,12,9
ENSG00000102221.14,3749,2987,4270,4289,4351,3519
ENSG00000130988.13,144,85,166,125,191,134
ENSG00000288759.2,6,7,16,7,6,5
ENSG00000147123.12,6149,6253,8255,6808,6601,8613
ENSG00000182872.16,6777,6274,8816,6504,6184,7941
ENSG00000130985.17,37909,34157,48166,37015,37254,43052
ENSG00000224975.1,32,21,23,25,32,23
ENSG00000102225.17,12269,10548,14857,11621,11412,13465
ENSG00000102226.10,7736,6710,9691,6990,6828,9022
ENSG00000147117.8,58,61,47,45,58,67
ENSG00000147124.13,864,876,1104,982,907,780
ENSG00000196741.5,109,71,137,127,123,118
ENSG00000235636.1,38,31,39,43,42,39
ENSG00000289890.1,16,6,15,9,10,10
ENSG00000078061.14,3858,3570,5143,3809,3769,4849
ENSG00000008056.14,196,159,221,105,89,179
ENSG00000102265.12,3858,3276,4589,4134,4175,5403
ENSG00000126759.14,6,1,1,3,7,3
ENSG00000126767.18,2691,2520,3350,2871,2772,3173
ENSG00000126756.12,2794,2434,3362,2913,2912,3281
ENSG00000267064.2,17,17,28,24,10,21
ENSG00000188459.4,6,6,14,13,9,4
ENSG00000197779.15,1351,1061,1382,1359,1348,1010
ENSG00000224401.2,2,2,2,3,4,2
ENSG00000147118.12,1121,1020,1423,1215,1124,1091
ENSG00000221994.12,557,450,656,597,574,508
ENSG00000277541.1,44,47,49,28,27,36
ENSG00000287757.3,49,81,87,55,61,72
ENSG00000290734.1,4,1,6,7,5,8
ENSG00000017483.16,1713,1675,2216,714,776,1706
ENSG00000068438.15,5469,5351,7091,5215,5256,6091
ENSG00000224292.1,10,7,7,11,7,7
ENSG00000102312.24,994,881,1129,799,978,1023
ENSG00000147155.11,2173,1848,2673,2414,2317,2406
ENSG00000286268.1,4,3,6,9,5,5
ENSG00000068354.16,962,853,1211,949,882,1004
ENSG00000204620.3,35,24,35,46,47,53
ENSG00000102317.18,10677,10117,13386,13189,11915,12505
ENSG00000101940.18,2332,2255,3129,2557,2541,3062
ENSG00000015285.12,34,23,42,24,34,40
ENSG00000101945.17,924,824,1295,971,988,1099
ENSG00000233585.3,8,15,7,14,13,11
ENSG00000094631.22,4737,4227,6024,4649,4785,4885
ENSG00000102109.9,507,561,599,427,509,936
ENSG00000102103.18,3178,3053,4348,3492,3295,4115
ENSG00000126768.13,3870,3837,5408,4234,4164,5404
ENSG00000102100.16,3153,2734,3878,3594,4015,3635
ENSG00000102096.10,1201,1037,1576,1105,1154,1415
ENSG00000068308.15,4742,4109,5696,4713,4549,5144
ENSG00000279155.1,3,11,3,5,9,3
ENSG00000288908.1,86,45,82,94,71,85
ENSG00000102057.10,437,339,561,391,383,474
ENSG00000068400.14,2855,2524,3576,2703,2887,2907
ENSG00000068323.17,3607,2973,4297,3707,3656,3860
ENSG00000147144.13,1144,987,1391,1197,1255,1227
ENSG00000243279.4,965,868,1200,794,830,1183
ENSG00000196998.19,1158,1080,1443,1447,1414,1401
ENSG00000068394.11,1608,1339,1948,1453,1507,1742
ENSG00000289245.2,2,2,2,4,2,1
ENSG00000269313.6,75,58,72,49,57,65
ENSG00000102007.11,711,640,832,546,537,762
ENSG00000012211.13,837,758,1085,881,834,999
ENSG00000102003.12,1420,1379,1877,712,623,1406
ENSG00000102001.13,15,10,14,12,4,3
ENSG00000230216.1,2,7,5,5,9,5
ENSG00000101997.13,1470,1422,2027,1465,1502,1865
ENSG00000049768.18,25,20,31,18,22,25
ENSG00000286181.1,17,16,13,12,9,11
ENSG00000049769.14,376,312,445,403,356,408
ENSG00000270012.1,43,33,39,34,53,33
ENSG00000213856.3,16,10,11,22,17,11
ENSG00000101951.17,42,31,66,5,1,17
ENSG00000234390.4,63,48,67,49,42,63
ENSG00000273820.2,994,813,1092,900,864,904
ENSG00000171365.17,5112,4320,5870,5606,5726,4030
ENSG00000147082.18,16,18,26,15,26,15
ENSG00000274588.2,132,103,129,103,121,100
ENSG00000158352.18,589,459,671,547,550,457
ENSG00000226881.5,2,5,6,1,2,3
ENSG00000122824.11,389,377,522,246,301,472
ENSG00000226530.4,108,59,120,97,69,78
ENSG00000196368.5,3287,2938,3895,2971,2794,3519
ENSG00000224109.4,399,355,429,421,409,438
ENSG00000189369.9,2416,2266,3119,2821,2779,2709
ENSG00000179222.18,28249,23978,34430,28587,28866,30590
ENSG00000232951.1,7,2,6,3,3,1
ENSG00000187243.17,11,4,12,13,21,14
ENSG00000154545.17,15,7,6,6,13,11
ENSG00000287215.1,3,1,5,6,5,1
ENSG00000155622.7,7,3,5,17,17,2
ENSG00000224781.1,7,3,8,5,9,9
ENSG00000268350.8,17,20,23,16,16,15
ENSG00000184194.6,1285,991,1445,943,1014,1163
ENSG00000270497.1,11,7,6,4,14,3
ENSG00000184205.14,1813,1270,2069,1831,1658,1677
ENSG00000232593.8,250,181,272,263,293,204
ENSG00000231340.1,4,4,1,3,9,2
ENSG00000227329.2,14,12,8,4,19,8
ENSG00000126012.13,10026,8571,12195,9816,10596,9856
ENSG00000124313.19,441,345,531,428,495,475
ENSG00000072501.19,18073,14709,21479,17678,17061,16679
ENSG00000158423.17,133,108,175,133,106,113
ENSG00000072506.14,4804,4795,6474,5138,5213,6538
ENSG00000086758.17,32207,27399,37139,33288,33477,28690
ENSG00000271886.1,2,2,7,3,6,3
ENSG00000172943.21,4045,3528,5031,4124,4268,3814
ENSG00000184083.12,529,426,684,631,571,522
ENSG00000196632.12,1478,1185,1685,1442,1411,1102
ENSG00000158526.8,3208,2675,3952,3076,3314,3316
ENSG00000102302.8,1803,1604,2232,1554,1656,1954
ENSG00000130119.17,3124,2728,3103,2803,2943,2523
ENSG00000102313.9,1,2,1,3,4,1
ENSG00000102316.17,16116,14935,19738,18816,17571,18183
ENSG00000221716.1,1,1,3,3,3,3
ENSG00000067445.22,5099,4504,6225,5465,5678,5389
ENSG00000158571.11,28,31,39,30,29,29
ENSG00000169188.5,2386,2247,3060,2478,2632,2749
ENSG00000158578.21,4,5,7,7,5,2
ENSG00000182518.14,1195,1075,1467,1253,1269,1189
ENSG00000187601.5,2027,1795,2484,2262,2306,2246
ENSG00000247746.5,597,531,711,602,564,535
ENSG00000288739.1,14,12,15,9,10,10
ENSG00000083750.13,824,740,868,760,803,720
ENSG00000227486.4,63,71,94,87,96,89
ENSG00000102349.18,535,436,616,559,621,397
ENSG00000188021.9,5751,4858,6871,6374,6188,5801
ENSG00000204272.13,3252,2767,3893,3173,3047,3540
ENSG00000237748.1,10,7,12,18,20,10
ENSG00000204271.13,764,575,822,796,768,664
ENSG00000186787.10,164,143,207,171,153,190
ENSG00000226310.2,4,5,10,2,6,4
ENSG00000147059.9,9,14,15,14,11,13
ENSG00000286977.1,20,5,14,11,17,8
ENSG00000165591.7,710,587,891,825,746,636
ENSG00000231831.1,9,4,10,4,10,15
ENSG00000198455.5,1262,1008,1448,1348,1333,1184
ENSG00000235124.1,1,7,1,2,5,5
ENSG00000236852.1,10,2,10,8,8,9
ENSG00000235437.10,1295,1098,1584,1366,1375,1409
ENSG00000230823.3,6,2,4,3,10,7
ENSG00000186767.7,993,700,977,1160,1074,872
ENSG00000131089.17,2054,1719,2458,1628,1657,1745
ENSG00000236813.1,4,2,7,6,2,3
ENSG00000232794.1,11,8,13,14,15,17
ENSG00000184675.11,3437,3241,4099,4053,3862,3387
ENSG00000198881.10,12,10,8,7,9,10
ENSG00000102043.16,130,107,147,127,141,108
ENSG00000213754.2,5,2,6,5,4,4
ENSG00000126970.17,3037,2534,3619,2928,2876,3190
ENSG00000102053.13,357,311,412,374,396,371
ENSG00000228158.2,16,15,24,20,20,19
ENSG00000001497.18,5416,4817,6915,5144,5204,5704
ENSG00000147065.18,14454,11873,17288,10583,9786,13183
ENSG00000217835.3,13,15,14,12,21,28
ENSG00000089472.18,14350,10810,16245,20416,21160,13471
ENSG00000235892.1,1,2,4,3,2,2
ENSG00000131080.15,1489,1151,1712,2200,2250,1726
ENSG00000169083.18,395,303,444,452,463,372
ENSG00000079482.14,427,329,498,381,375,376
ENSG00000228328.2,12,13,15,19,14,24
ENSG00000181704.12,5484,4567,6242,5945,5818,4736
ENSG00000236735.3,3,5,1,6,3,12
ENSG00000130052.14,43,60,67,38,63,43
ENSG00000213740.2,46,46,53,31,61,51
ENSG00000090776.6,5551,5043,7035,5992,6298,7130
ENSG00000181191.12,4684,3958,5955,5435,5129,5178
ENSG00000172186.7,2,4,2,3,1,2
ENSG00000130054.5,1249,1077,1406,976,936,1341
ENSG00000158813.18,386,310,446,396,392,340
ENSG00000233229.1,8,4,4,3,5,6
ENSG00000089289.16,7007,6445,8447,7528,7005,6976
ENSG00000203588.3,6,2,4,5,6,1
ENSG00000120500.19,4,7,8,4,4,5
ENSG00000120509.12,2175,1970,2751,2527,2266,2436
ENSG00000147127.8,5,3,7,7,6,4
ENSG00000090889.12,4820,4430,5967,4654,4674,4756
ENSG00000130055.14,137,119,176,110,119,126
ENSG00000082458.12,6603,5387,7378,6561,6913,6427
ENSG00000231651.1,9,9,5,7,3,7
