gene,CTLrep1,CTLrep2,CTLrep3,KOrep1,KOrep2,KOrep3
ENSG00000168528.12,8591,7385,10596,10052,10659,11553
ENSG00000215899.3,5,5,5,5,11,8
ENSG00000284543.1,10,5,12,9,14,11
ENSG00000229167.2,14,8,12,12,19,11
ENSG00000142910.16,616,358,636,674,903,607
ENSG00000121764.12,6,4,1,6,6,3
ENSG00000162517.13,4971,4434,6046,5327,5392,5706
ENSG00000235790.7,5,3,2,6,4,11
ENSG00000084636.18,104,77,115,86,82,83
ENSG00000121753.13,800,622,889,766,707,896
ENSG00000134668.13,51,30,49,47,44,39
ENSG00000184007.22,17222,14384,20082,19486,18199,17503
ENSG00000121774.18,27679,23477,32579,29362,26180,27335
ENSG00000121775.18,803,608,996,744,742,1014
ENSG00000025800.14,9312,7247,10837,9865,10757,8562
ENSG00000084652.16,6399,5215,7581,6583,7205,6450
ENSG00000160050.16,628,596,857,530,547,760
ENSG00000160051.12,427,377,518,331,398,393
ENSG00000160055.20,538,433,586,634,564,580
ENSG00000084623.12,25913,23278,31986,27525,26436,30049
ENSG00000291132.1,162,178,250,157,175,192
ENSG00000290045.1,14,8,15,10,3,13
ENSG00000183615.6,46,53,33,33,32,41
ENSG00000182866.18,117,114,153,112,94,112
ENSG00000116478.12,10772,9392,13275,12472,12617,11616
ENSG00000175130.7,52598,46884,65118,52844,53810,66692
ENSG00000162526.7,2,3,3,1,8,3
ENSG00000225828.2,41,37,44,42,41,50
ENSG00000160058.19,5916,5130,7252,7180,7244,6369
ENSG00000273274.2,264,228,320,230,224,222
ENSG00000160062.15,1021,905,1089,1136,1032,882
ENSG00000176261.16,1699,1491,2085,1723,1859,1857
ENSG00000162521.19,27624,23643,33207,28623,28109,26534
ENSG00000162520.15,11,13,17,12,12,13
ENSG00000162522.11,12140,10508,14968,12072,12593,12859
ENSG00000134684.13,15485,13540,19270,15402,15261,16113
ENSG00000116497.18,3169,2658,3631,3206,3518,2952
ENSG00000160097.21,213,199,299,59,98,227
ENSG00000121905.10,149,151,192,45,59,172
ENSG00000121900.19,624,507,758,562,592,811
ENSG00000287691.1,7,8,5,13,12,6
ENSG00000116514.17,1681,1507,2183,1885,2113,2038
ENSG00000004455.18,12711,11649,16010,14472,14323,14316
ENSG00000142920.18,190,171,225,205,261,217
ENSG00000278997.1,7,5,18,18,17,12
ENSG00000116525.14,429,328,481,389,369,413
ENSG00000160094.15,2488,2240,3080,2199,2264,2890
ENSG00000270115.1,2,1,5,6,6,3
ENSG00000225313.5,60,48,66,79,60,51
ENSG00000134686.21,10020,9390,12841,10216,10110,12082
ENSG00000222112.1,10,4,8,10,7,5
ENSG00000121903.15,1025,888,1226,1138,1176,879
ENSG00000121904.19,67,45,69,62,93,62
ENSG00000163866.9,2522,2241,3180,2795,2889,2990
ENSG00000189280.3,4,1,4,7,8,2
ENSG00000189433.7,3,1,5,6,10,4
ENSG00000188910.8,18,13,13,20,19,14
ENSG00000187513.9,39,42,51,12,15,30
ENSG00000116544.12,148,167,182,112,122,166
ENSG00000284773.1,46,18,41,51,48,40
ENSG00000293382.1,41,16,44,44,27,29
ENSG00000243749.2,68,77,96,96,108,94
ENSG00000163867.17,626,499,714,729,596,627
ENSG00000197056.11,2058,1798,2179,2296,2182,1637
ENSG00000116560.12,34801,30638,42478,39613,37367,36818
ENSG00000146463.12,12660,11084,15045,13425,13340,11753
ENSG00000229994.1,39,45,42,55,34,53
ENSG00000142687.19,5122,4421,6195,6621,6600,5415
ENSG00000020129.16,2150,2017,2923,2360,2347,2738
ENSG00000239636.3,2,4,5,2,1,1
ENSG00000116819.9,13,12,13,13,14,15
ENSG00000126067.12,14672,11987,17281,15175,14579,16407
ENSG00000142686.8,972,761,1099,789,807,900
ENSG00000092853.14,3047,2561,3405,2724,2487,2375
ENSG00000134698.11,2334,1869,2668,2413,2556,1944
ENSG00000092847.14,9866,8563,11726,10216,10077,8864
ENSG00000126070.20,1999,1488,1958,1772,1865,1464
ENSG00000293245.1,1,2,5,5,3,1
ENSG00000092850.12,237,193,253,141,171,191
ENSG00000116863.11,1684,1515,2246,1823,1898,2154
ENSG00000171812.13,1,1,9,2,9,10
ENSG00000054116.12,4035,3387,4825,4861,5164,4638
ENSG00000116871.16,8635,7840,10655,8457,8489,10223
ENSG00000054118.15,17580,15210,21982,18956,18152,16993
ENSG00000214193.11,127,114,174,142,134,131
ENSG00000196182.11,5514,4947,6841,6640,6559,6337
ENSG00000181817.6,1985,1849,2627,1958,2129,2661
ENSG00000116885.18,920,904,1229,956,966,1054
ENSG00000116898.12,7055,6840,8890,8015,7808,8284
ENSG00000119535.20,117,89,151,131,169,104
ENSG00000163873.10,251,189,304,198,164,205
ENSG00000233621.3,68,49,70,59,64,81
ENSG00000163874.11,556,497,753,669,759,637
ENSG00000163875.16,4920,3992,5696,4805,4466,4833
ENSG00000263675.1,4,1,10,2,7,1
ENSG00000163877.11,1849,1634,2137,1828,1861,1785
ENSG00000237749.4,40,21,36,32,52,48
ENSG00000163879.11,4292,3883,5338,4305,4264,5189
ENSG00000134697.13,7837,7098,9940,8109,8162,7908
ENSG00000116922.15,2075,1578,2399,2174,2243,2046
ENSG00000134690.11,5198,4352,6102,5050,5211,5469
ENSG00000183317.17,59,54,58,61,41,72
ENSG00000185090.15,696,654,856,379,420,735
ENSG00000196449.4,2040,1784,2444,2119,2183,2232
ENSG00000197982.14,1866,1924,2300,1842,1915,2518
ENSG00000188786.10,1625,1294,1922,1672,1865,1377
ENSG00000204084.14,1295,976,1332,1086,1265,1162
ENSG00000183431.12,13241,12140,16254,13949,13729,14442
ENSG00000212541.1,5,6,10,1,3,1
ENSG00000183386.10,1094,955,1494,1135,1115,1418
ENSG00000183520.12,3305,2969,4125,3580,3491,3301
ENSG00000185668.8,36,18,27,35,28,32
ENSG00000224592.5,17,16,33,25,26,49
ENSG00000215895.4,37,32,43,30,46,46
ENSG00000116954.8,1125,936,1293,1317,1154,1135
ENSG00000228436.4,37,32,36,28,39,44
ENSG00000214114.9,2405,2186,2881,2666,2508,2455
ENSG00000158315.11,3,4,4,3,5,4
ENSG00000174574.16,13054,10767,15231,15982,15896,13757
ENSG00000168653.11,17592,15773,21620,18512,19226,21423
ENSG00000127603.32,22264,18743,25543,28413,27600,19805
ENSG00000183682.8,102,70,73,58,81,89
ENSG00000291129.1,18,15,24,14,35,21
ENSG00000090621.15,17910,16208,22408,18848,17287,18753
ENSG00000228060.3,15,14,24,20,14,7
ENSG00000163909.8,49,41,49,19,15,26
ENSG00000116983.13,2,7,4,9,13,9
ENSG00000084072.17,4158,3764,5291,4425,4645,4910
ENSG00000116985.12,102,84,107,90,84,72
ENSG00000043514.17,2677,2380,3425,2731,2739,2598
ENSG00000116990.12,2104,1912,2626,2026,2144,2275
ENSG00000236546.1,9,9,8,7,9,10
ENSG00000168389.18,357,309,432,321,380,438
ENSG00000228477.1,45,31,38,32,56,68
ENSG00000131236.18,30107,26885,36632,34688,34966,32611
ENSG00000131238.18,13910,12939,16975,16275,15999,15158
ENSG00000117000.9,4792,4061,5600,5191,5284,3988
ENSG00000259943.2,398,306,419,385,380,408
ENSG00000084073.10,9678,8779,11294,12922,10754,9999
ENSG00000049089.15,1134,928,1372,1509,1654,1432
ENSG00000227311.3,11,21,15,10,23,36
ENSG00000084070.12,3778,3247,4605,4458,4475,4063
ENSG00000284677.1,1,2,1,1,3,3
ENSG00000187801.15,403,325,451,366,350,344
ENSG00000260920.2,348,282,402,316,308,338
ENSG00000279667.1,17,5,13,20,12,7
ENSG00000187815.10,488,408,498,527,469,485
ENSG00000238287.1,6,2,7,8,3,3
ENSG00000164002.12,350,307,429,346,364,354
ENSG00000238186.1,38,30,54,35,27,37
ENSG00000117010.17,227,205,239,215,183,227
ENSG00000117016.10,1413,1278,1745,906,929,1201
ENSG00000272145.2,34,24,43,39,27,27
ENSG00000066136.21,2636,2301,3106,2606,2710,3025
ENSG00000117013.17,119,83,142,58,66,96
ENSG00000179862.7,1232,1088,1462,996,1107,1606
ENSG00000171793.17,11232,9250,13166,10127,9952,10381
ENSG00000281207.1,29,25,40,18,31,18
ENSG00000171790.16,14,4,19,25,26,20
ENSG00000010803.17,3392,2905,4247,3221,3245,3548
ENSG00000291157.1,5,5,5,10,5,15
ENSG00000204060.8,188,173,218,107,137,243
ENSG00000127129.10,15,25,26,12,13,16
ENSG00000127124.16,356,338,466,411,424,444
ENSG00000230638.4,2,4,8,10,8,8
ENSG00000044012.4,34,24,37,17,17,53
ENSG00000198815.9,5429,4523,6475,5329,5510,4960
ENSG00000227527.2,3,8,4,7,3,4
ENSG00000177181.15,304,275,329,144,151,268
ENSG00000066185.13,33,38,56,33,26,39
ENSG00000127125.9,2301,2194,2950,2662,2664,2521
ENSG00000186409.19,457,406,570,451,438,457
ENSG00000236876.3,9,17,15,13,17,11
ENSG00000171960.12,1538,1437,1859,1583,1672,1667
ENSG00000285728.3,38,26,70,54,54,27
ENSG00000234917.2,2,5,2,1,6,1
ENSG00000065978.19,108725,99370,136299,116119,104369,140152
ENSG00000164007.11,505,423,619,433,452,524
ENSG00000117385.16,6521,5945,8277,6998,7341,8158
ENSG00000164008.17,537,463,665,488,500,455
ENSG00000274386.6,62,49,57,53,46,62
ENSG00000177868.12,1347,1243,1643,1409,1347,1550
ENSG00000164010.15,596,422,643,584,604,583
ENSG00000228192.10,138,164,180,141,144,156
ENSG00000164011.18,982,882,1205,929,1001,1040
ENSG00000225099.1,5,2,3,5,3,3
ENSG00000117394.24,9022,8164,11627,7720,8646,11814
ENSG00000227533.7,11,10,8,2,5,10
ENSG00000186973.11,66,57,82,68,53,80
ENSG00000117395.13,6328,5991,8269,6768,6938,7717
ENSG00000243710.8,135,121,167,126,101,132
ENSG00000179178.11,958,802,1168,1094,1099,1144
ENSG00000253313.6,904,769,1113,1198,1266,987
ENSG00000066056.14,19,21,31,15,12,32
ENSG00000117400.18,25,16,15,23,11,15
ENSG00000234694.2,6,11,11,8,15,18
ENSG00000117399.14,10139,9148,13130,9681,9609,12632
ENSG00000066322.15,6513,5786,7794,7057,7052,7659
ENSG00000288772.2,11,21,9,16,7,8
ENSG00000159479.17,2267,2022,2759,2508,2540,2517
ENSG00000198198.17,1724,1483,2117,1783,1988,1621
ENSG00000142949.17,63575,54806,78374,67761,69984,66115
ENSG00000066135.13,5813,5042,7212,6801,6500,5409
ENSG00000236200.7,49,42,52,63,45,63
ENSG00000126091.21,44,39,86,51,44,57
ENSG00000117407.17,14,12,24,19,15,19
ENSG00000237950.3,12,11,7,17,17,13
ENSG00000288573.3,1,9,7,5,9,4
ENSG00000117408.11,3540,3184,4463,3514,3570,3782
ENSG00000285649.1,5,8,3,5,4,5
ENSG00000132768.14,3515,3291,4668,3658,3517,4381
ENSG00000117410.14,7683,7347,10014,9791,9453,10761
ENSG00000117411.18,6677,6618,8909,6846,6741,8963
ENSG00000159214.13,486,426,648,422,471,507
ENSG00000196517.13,1917,1521,2397,2130,2262,2207
ENSG00000230615.8,109,73,101,99,120,101
ENSG00000233514.1,15,20,23,21,21,28
ENSG00000178028.14,1789,1646,2345,1867,1830,2038
ENSG00000117419.16,6715,6707,9007,7296,6987,8926
ENSG00000187147.19,4487,3854,5476,4373,4600,4924
ENSG00000126106.14,566,585,762,647,583,691
ENSG00000198520.12,16,18,31,12,15,27
ENSG00000142945.13,4333,3848,5393,3937,4367,4576
ENSG00000142937.12,107717,96656,136791,121129,122458,140528
ENSG00000200913.1,6,9,12,11,16,12
ENSG00000234093.3,17,20,21,27,30,41
ENSG00000142959.5,93,91,103,81,79,138
ENSG00000173846.13,547,486,735,739,914,763
ENSG00000188396.4,4,7,6,8,10,6
ENSG00000290041.1,4,1,1,7,4,2
ENSG00000222009.9,99,71,108,113,105,111
ENSG00000117425.14,72,33,59,44,67,53
ENSG00000226499.1,4,7,5,10,6,12
ENSG00000070785.17,2333,2110,2803,2480,2327,2489
ENSG00000126107.15,2920,2461,3436,3083,2887,3094
ENSG00000126088.14,3624,3507,4739,4051,4001,4817
ENSG00000162415.7,662,465,731,498,529,510
ENSG00000281912.1,18,14,18,19,27,25
ENSG00000186603.7,1088,1139,1532,1085,1180,1237
ENSG00000132781.21,90,58,108,102,97,84
ENSG00000132773.12,1110,976,1448,1217,1397,1257
ENSG00000070759.17,1021,855,1176,1272,1433,961
ENSG00000280670.3,201,174,260,240,255,203
ENSG00000132763.15,1480,1367,1819,1428,1413,1586
ENSG00000117450.15,39696,36582,49176,47077,44935,46087
ENSG00000117448.14,10708,9884,13724,10952,10780,12873
ENSG00000289407.1,38,30,33,22,27,30
ENSG00000132780.17,31810,26063,37897,28809,29502,28442
ENSG00000159588.15,16,19,13,28,39,23
ENSG00000159592.11,9657,7757,11005,10454,10672,8631
ENSG00000225447.1,4,3,4,6,2,4
ENSG00000234329.1,19,18,25,30,27,15
ENSG00000159596.7,2199,1961,2531,2625,2671,2268
ENSG00000197429.11,1318,1068,1538,1378,1424,1090
ENSG00000230896.1,98,103,135,133,113,129
ENSG00000236111.5,3,1,3,2,3,3
ENSG00000086015.23,4699,4245,5848,4818,5158,4814
ENSG00000117461.15,5864,5312,7144,6575,6205,6064
ENSG00000227857.2,3,6,7,5,12,3
ENSG00000117472.10,875,858,1190,865,876,856
ENSG00000085998.15,6417,6036,8139,7242,7001,7723
ENSG00000171357.6,9,8,13,6,10,17
ENSG00000085999.13,1837,1614,2329,1684,1764,1920
ENSG00000132128.18,10999,10008,13705,12383,12660,13311
ENSG00000173660.12,17486,14974,20581,17970,18648,20301
ENSG00000117481.11,2514,2076,2993,2859,2965,2628
ENSG00000117480.16,755,637,911,644,683,641
ENSG00000291138.1,2,5,6,4,5,4
ENSG00000269956.2,5,7,5,1,6,4
ENSG00000079277.22,1185,1073,1438,1257,1439,1218
ENSG00000142961.16,138,94,136,102,113,119
ENSG00000123472.13,5834,5159,6808,5867,5843,5989
ENSG00000186118.9,3,3,1,4,4,2
ENSG00000159658.15,5920,4989,6849,6250,6507,5003
ENSG00000142973.16,6,15,4,1,1,2
ENSG00000186377.8,231,93,212,156,337,152
ENSG00000225506.2,21,15,17,19,16,11
ENSG00000224805.2,2,4,7,5,2,3
ENSG00000162367.12,17,24,25,10,8,14
ENSG00000123473.17,2589,2203,3018,2518,2632,2313
ENSG00000162368.15,17107,13851,19700,21601,18686,16107
ENSG00000225762.1,25,27,23,34,52,24
ENSG00000186790.6,74,46,68,65,73,43
ENSG00000237424.1,410,309,468,518,587,505
ENSG00000186564.6,161,114,151,330,333,203
ENSG00000227947.2,7,3,5,4,8,4
ENSG00000269113.4,1168,1026,1414,967,997,1244
ENSG00000225028.1,6,2,10,7,7,6
ENSG00000223720.2,3,2,1,3,2,3
ENSG00000117834.13,10,13,30,10,10,15
ENSG00000132122.12,1119,952,1411,1222,1158,1053
ENSG00000235105.1,21,21,26,26,23,23
ENSG00000186094.18,20,8,17,9,23,22
ENSG00000162373.13,419,403,509,358,350,506
ENSG00000162374.18,253,232,336,100,73,191
ENSG00000185104.21,3728,3356,4302,3536,3449,3584
ENSG00000230585.2,2,5,5,6,1,3
ENSG00000123080.12,17,8,15,6,7,6
ENSG00000203356.2,3,2,4,4,4,5
ENSG00000123091.5,9020,7146,9914,9702,8185,8326
ENSG00000233406.5,23,17,12,13,21,37
ENSG00000085831.16,1097,841,1278,923,1035,991
ENSG00000261664.5,1,3,3,3,2,4
ENSG00000085832.18,4601,3739,5574,4607,4321,3916
ENSG00000232027.2,2,2,5,3,3,2
ENSG00000227070.2,4,3,2,3,2,1
ENSG00000117859.19,14734,12092,17422,15168,15217,13885
ENSG00000078618.23,18988,16461,22930,19358,18083,17483
ENSG00000266993.3,8,11,12,18,19,10
ENSG00000169213.7,15085,11582,16781,13350,13259,11076
ENSG00000117862.13,1544,1446,1877,1766,1934,1686
ENSG00000198841.4,497,459,642,519,552,510
ENSG00000134717.18,10743,9068,12299,11687,11261,10797
ENSG00000157077.16,6233,5727,7767,7066,6512,5928
ENSG00000228407.2,18,28,21,26,29,25
ENSG00000154222.15,2041,1918,2638,2278,2437,2319
ENSG00000287078.1,13,12,11,6,19,8
ENSG00000224680.4,23,19,29,22,26,24
ENSG00000085840.13,2695,2626,3355,2548,2576,2795
ENSG00000134748.13,6047,5502,7293,6323,5951,5962
ENSG00000134744.14,5625,4393,5919,5489,6540,4496
ENSG00000116157.6,1493,1423,1872,1458,1679,1917
ENSG00000182183.15,27,12,18,20,17,16
ENSG00000162377.6,3093,2788,3949,3150,3137,3003
ENSG00000162378.13,4608,3524,4958,5211,5002,3695
ENSG00000228929.1,103,109,122,99,160,156
ENSG00000203995.11,61,32,54,61,72,33
ENSG00000121310.17,705,520,809,917,995,752
ENSG00000230953.2,4,2,7,3,8,2
ENSG00000116171.19,5756,4602,6733,6599,6577,5207
ENSG00000236360.2,1,2,2,1,1,4
ENSG00000174348.14,125,125,164,58,75,93
ENSG00000162383.13,9,3,7,8,5,4
ENSG00000157184.7,1838,1665,2256,2088,2046,2002
ENSG00000236723.2,11,5,2,8,11,4
ENSG00000162384.14,1473,1417,1890,1556,1663,1669
ENSG00000162385.11,3987,3337,4722,3963,4270,4398
ENSG00000226754.3,29,32,36,32,22,26
ENSG00000157193.18,1270,1008,1355,1042,1188,1102
ENSG00000174332.6,8,3,4,3,2,5
ENSG00000058804.12,10736,9525,12631,11879,10774,10347
ENSG00000058799.15,3238,2844,3932,3398,3424,3567
ENSG00000211452.12,203,121,195,172,175,127
ENSG00000081870.12,1239,1149,1439,1217,1172,1314
ENSG00000116212.16,5883,5082,7090,5764,5925,6314
ENSG00000219102.3,32,22,40,39,31,19
ENSG00000203985.11,21,15,20,20,19,15
ENSG00000116209.12,10644,8923,12141,12352,12394,10974
ENSG00000280378.1,4,1,3,2,2,4
ENSG00000116205.14,1290,1010,1545,1266,1326,1187
ENSG00000215883.11,396,365,501,393,395,400
ENSG00000116221.15,8421,7898,10815,8937,8600,9801
ENSG00000157216.17,8844,7291,10193,7982,7819,9339
ENSG00000198711.5,20,20,21,28,29,16
ENSG00000162390.18,191,192,221,182,180,148
ENSG00000162391.12,174,156,210,261,232,185
ENSG00000243725.7,239,234,330,305,315,241
ENSG00000162396.6,1204,1042,1489,1212,1265,1319
ENSG00000006555.11,55,42,63,67,91,46
ENSG00000116133.13,50458,49757,64132,60363,55135,63137
ENSG00000242396.2,4,1,6,2,8,2
ENSG00000233203.6,17,9,17,25,26,14
ENSG00000143001.5,28,26,30,8,13,12
ENSG00000169174.12,4241,3843,5374,4671,4763,4840
ENSG00000162402.15,8774,7174,10016,9220,9650,7052
ENSG00000284686.1,1,2,2,5,8,2
ENSG00000162407.9,1342,1168,1665,1557,1867,1380
ENSG00000162409.12,1564,1250,1786,1591,1633,1428
ENSG00000187889.13,26,30,42,27,35,24
ENSG00000157131.12,7,4,6,11,20,5
ENSG00000021852.14,22,5,22,10,23,6
ENSG00000173406.16,856,675,964,1161,1343,1009
ENSG00000223416.3,3,2,1,3,4,5
ENSG00000162600.12,819,721,1009,908,860,760
ENSG00000286918.1,6,8,7,7,8,3
ENSG00000184292.7,441,405,529,260,305,384
ENSG00000185839.3,25,21,31,19,25,25
ENSG00000162601.12,1616,1186,1762,1636,1935,979
ENSG00000177606.9,3386,3011,3998,2954,3096,3435
ENSG00000234807.8,7,9,6,4,7,11
ENSG00000232453.7,10,12,7,5,3,7
ENSG00000224609.8,13,3,8,3,12,10
ENSG00000172456.18,432,371,470,427,394,382
ENSG00000134709.13,5170,4121,5642,4667,4535,3790
ENSG00000134716.11,94,91,128,78,77,101
ENSG00000162598.13,5,4,8,6,6,2
ENSG00000226476.7,4,2,4,9,4,5
ENSG00000162599.18,35,24,32,22,28,22
ENSG00000162604.13,837,777,985,977,954,854
ENSG00000132849.22,6249,5483,7414,6825,7000,4908
ENSG00000240563.2,14167,12309,17045,17169,15864,12619
ENSG00000237227.1,2,1,4,6,5,3
ENSG00000132854.19,4166,3744,5133,4389,4561,3694
ENSG00000162607.13,8389,6940,9641,7637,7317,7066
ENSG00000116641.18,8224,6770,9456,8510,8958,7053
ENSG00000132855.5,20,13,20,29,20,17
ENSG00000235545.1,45,47,65,43,34,43
ENSG00000125703.15,1049,879,1253,1059,1034,960
ENSG00000088035.18,1809,1635,2145,2068,1829,1820
ENSG00000142856.17,1710,1651,2122,1725,1572,1756
ENSG00000203965.13,522,468,637,559,607,534
ENSG00000251720.1,3,1,3,2,4,1
ENSG00000116652.6,12,7,12,20,10,5
ENSG00000079739.17,4378,3648,5437,3918,3947,4586
ENSG00000185483.13,2667,2294,2937,2258,2033,2331
ENSG00000158966.16,6172,5455,7427,5009,5199,5376
ENSG00000162437.15,3908,3331,4776,3783,3818,3240
ENSG00000162434.14,5735,5106,7005,5941,5655,5202
ENSG00000162433.15,10498,8401,11982,13735,14033,10257
ENSG00000116675.16,1570,1238,1701,1425,1500,1385
ENSG00000213625.9,4966,4195,5831,6497,6531,4977
ENSG00000116678.20,1400,1080,1481,1562,1304,1230
ENSG00000184588.18,55,34,61,49,52,52
ENSG00000118473.23,74,67,113,55,43,55
ENSG00000152760.10,83,63,98,57,36,49
ENSG00000152763.17,444,431,507,467,435,382
ENSG00000198160.15,3696,2982,3939,4304,3814,3168
ENSG00000289394.1,9,4,3,6,10,11
ENSG00000116704.8,3664,3103,4308,5582,5466,3205
ENSG00000203963.12,10,7,18,21,17,10
ENSG00000275678.1,6,7,13,14,7,5
ENSG00000162594.17,15,18,11,9,10,9
ENSG00000081985.14,35,15,35,23,25,18
ENSG00000142864.15,55337,48328,65936,56608,48621,51037
ENSG00000116717.13,4892,3794,5599,5132,5703,5219
ENSG00000172380.6,5978,5273,7115,7546,6159,5974
ENSG00000232284.9,99,83,117,103,100,117
ENSG00000162595.8,79,77,107,60,58,108
ENSG00000116729.14,22321,20073,27107,22164,21389,23736
ENSG00000234383.1,11,6,8,11,10,13
ENSG00000229133.1,14,23,21,19,26,41
ENSG00000024526.17,3437,2955,4205,3659,3625,3249
ENSG00000233589.1,17,5,10,9,15,9
ENSG00000234264.1,8,3,7,4,11,11
ENSG00000285041.1,3,2,3,4,6,5
ENSG00000285407.1,3,5,10,2,10,4
ENSG00000223883.2,10,9,11,6,18,12
ENSG00000229639.1,4,3,2,3,4,1
ENSG00000033122.21,1469,1172,1483,1307,1289,1429
ENSG00000066557.6,4614,4190,5558,4912,4471,3834
ENSG00000116754.14,17702,13721,19678,18688,17289,15470
ENSG00000118454.13,2437,2076,2897,2888,2660,2123
ENSG00000197568.15,419,364,548,424,416,494
ENSG00000226088.1,16,21,30,9,18,17
ENSG00000116761.12,1938,1631,2343,2044,2220,1774
ENSG00000271992.1,34,20,34,48,39,24
ENSG00000050628.21,70,62,81,33,22,38
ENSG00000235079.1,1,1,2,4,3,1
ENSG00000132485.14,7933,6572,9180,8647,7680,7401
ENSG00000229956.11,32,38,31,46,45,26
ENSG00000172260.15,362,287,429,286,233,255
ENSG00000233994.2,14,10,8,14,9,17
ENSG00000286863.2,5,3,6,12,3,7
ENSG00000225087.2,1,2,1,1,1,2
ENSG00000162620.16,72,61,122,101,76,88
ENSG00000259030.8,3,5,8,15,13,7
ENSG00000254685.8,901,804,1067,1105,987,790
ENSG00000116783.15,4,4,2,2,3,3
ENSG00000178965.14,113,69,133,30,45,56
ENSG00000272864.1,9,9,11,16,6,16
ENSG00000116791.14,5817,4762,6516,7251,6942,5585
ENSG00000162623.16,2577,2199,3066,3068,2662,2443
ENSG00000137968.17,532,494,626,558,533,581
ENSG00000117054.15,4771,4180,5661,5118,4680,4346
ENSG00000137955.16,4909,4012,5726,4885,5398,4301
ENSG00000057468.7,6,2,3,5,3,10
ENSG00000230027.2,1,2,1,1,1,5
ENSG00000184005.12,2639,2252,3154,3597,3351,2778
ENSG00000272855.1,9,7,3,7,12,4
ENSG00000226415.1,181,207,243,213,189,343
ENSG00000117069.15,1270,1157,1403,577,448,858
ENSG00000288543.1,1,3,4,4,4,5
ENSG00000230498.3,2,6,10,8,7,1
ENSG00000142892.15,3135,2761,3830,3791,3088,3074
ENSG00000226084.5,217,151,242,213,201,249
ENSG00000289212.1,11,6,7,7,8,5
ENSG00000287870.1,5,2,4,1,6,1
ENSG00000154027.19,187,197,266,64,71,167
ENSG00000036549.13,5977,4970,6840,6262,6303,5062
ENSG00000077254.14,9032,7972,10744,9731,9266,8625
ENSG00000180488.17,1176,892,1197,1150,1176,804
ENSG00000219201.4,33,40,49,44,34,29
ENSG00000235927.4,13,3,11,8,15,6
ENSG00000162614.19,1448,1150,1634,1418,1310,1179
ENSG00000162613.18,17417,13964,20414,17671,17925,15939
ENSG00000162616.9,1362,1053,1432,1552,1296,1106
ENSG00000137960.6,915,731,1015,903,913,676
ENSG00000273338.1,1,2,3,8,7,4
ENSG00000285928.1,15,13,15,20,10,15
ENSG00000213561.4,5,3,5,1,3,3
ENSG00000162618.15,16,11,7,27,28,14
ENSG00000230787.1,5,7,16,16,9,13
ENSG00000229752.1,3,3,6,2,11,7
ENSG00000235089.1,3,1,2,2,1,4
ENSG00000117114.21,16335,14371,19030,15592,15550,15573
ENSG00000227288.3,30,30,38,30,26,36
ENSG00000236268.6,2,1,2,2,1,1
ENSG00000233008.8,6,4,2,5,2,8
ENSG00000137941.17,1479,1187,1582,1296,1144,986
ENSG00000271576.2,56,35,59,51,46,58
ENSG00000142875.21,7390,6046,8349,7803,6876,6038
ENSG00000226970.2,8,6,3,6,8,5
ENSG00000203943.9,238,199,294,217,169,229
ENSG00000137976.8,1,3,3,6,4,1
ENSG00000117133.11,4080,3848,5226,4184,4382,4183
ENSG00000174021.12,3826,3511,5212,4017,3385,4883
ENSG00000285851.1,5,3,3,2,4,5
ENSG00000122432.19,10,10,6,16,15,5
ENSG00000117151.13,752,568,905,833,693,656
ENSG00000284882.2,7,4,9,2,1,5
ENSG00000289881.1,9,17,17,20,11,13
ENSG00000117155.17,5351,4538,5962,4902,4422,4653
ENSG00000171517.6,513,397,572,620,637,429
ENSG00000153898.13,44,39,49,75,55,50
ENSG00000162643.13,837,770,990,973,925,861
ENSG00000055732.13,245,173,288,396,445,211
ENSG00000280099.1,66,38,76,49,64,39
ENSG00000097096.10,865,694,921,815,816,643
ENSG00000162642.14,1440,1288,1737,1609,1619,1391
ENSG00000142867.14,1345,1077,1478,1517,1556,1184
ENSG00000223653.6,16,10,9,14,14,12
ENSG00000153904.21,3909,3038,4482,3925,3554,3590
ENSG00000282057.1,17,21,19,31,17,24
ENSG00000142871.18,5875,5117,7362,6243,5744,6307
ENSG00000117174.11,3545,2808,4045,3932,4044,3335
ENSG00000171502.15,582,435,667,1105,1164,605
ENSG00000285210.1,4,6,8,7,10,9
ENSG00000122417.16,2490,2094,2978,3062,2793,2192
ENSG00000137975.8,5,8,14,24,11,13
ENSG00000016490.16,276,149,270,642,780,125
ENSG00000236915.3,23,17,21,30,23,21
